accuracy,089317
mean_avg_prec,082704
rot_accuracy,032709
rot_mean_avg_prec,034672
INIT_LR,0.003
lam_recon,0.04
NUM_EPOCHS,10
dim_sub_capsule,16
dim_primary_capsule,4
n_channels,3
primary_cap_kernel_size,9
first_layer_kernel_size,9
conv_layer_filters,128
