accuracy,082579
mean_avg_prec,069975
rot_accuracy,041431
rot_mean_avg_prec,069975
INIT_LR,0.003
lam_recon,0.04
NUM_EPOCHS,12
dim_sub_capsule,8
dim_primary_capsule,8
n_channels,1
primary_cap_kernel_size,9
first_layer_kernel_size,9
conv_layer_filters,256
