accuracy,090198
mean_avg_prec,083673
rot_accuracy,03293
rot_mean_avg_prec,035308
INIT_LR,0.003
lam_recon,0.04
NUM_EPOCHS,10
dim_sub_capsule,16
dim_primary_capsule,8
n_channels,2
primary_cap_kernel_size,9
first_layer_kernel_size,9
conv_layer_filters,128
