accuracy,080511
mean_avg_prec,064885
rot_accuracy,039384
rot_mean_avg_prec,032519
INIT_LR,0.008
lam_recon,0.04
NUM_EPOCHS,50
dim_sub_capsule,8
dim_primary_capsule,8
n_channels,1
primary_cap_kernel_size,9
first_layer_kernel_size,9
conv_layer_filters,256
