accuracy,092449
mean_avg_prec,08722
rot_accuracy,031122
rot_mean_avg_prec,033403
INIT_LR,0.003
lam_recon,0.04
NUM_EPOCHS,10
dim_sub_capsule,8
dim_primary_capsule,8
n_channels,1
primary_cap_kernel_size,9
first_layer_kernel_size,9
conv_layer_filters,256
